,genero,monto,hora,establecimiento,ciudad,tipo_tc,linea_tc,interes_tc,status_txn,is_prime,cashback,fraude,Dia,Sistema,device_score,Flag_dcto
297,F,160.69505304723364,13,No registrado,No registrado,Física,35000,64,Aceptada,1,1.4462554774251029,0,Friday,ANDROID,3,1
298,F,224.3645484397495,10,Farmacia,No registrado,Física,35000,64,Aceptada,1,2.243645484397496,0,Sunday,.,5,0
299,F,70.30892763437934,15,No registrado,No registrado,Física,35000,64,En proceso,1,0.7030892763437935,0,Saturday,WEB,1,0
300,F,471.659337250882,3,Abarrotes,No registrado,Física,35000,64,En proceso,1,3.773274698007056,0,Monday,%%,2,1
303,F,989.8382722472462,11,Abarrotes,No registrado,Física,35000,64,En proceso,1,9.898382722472462,0,Wednesday,%%,5,0
304,F,952.8175859482332,23,No registrado,No registrado,Física,35000,64,Aceptada,1,7.622540687585867,0,Sunday,WEB,1,1
305,F,872.9286115497038,21,Super,No registrado,Física,35000,64,Aceptada,1,8.729286115497038,0,Wednesday,ANDROID,4,0
306,F,421.5537278482021,13,Super,No registrado,Física,35000,64,Aceptada,1,3.79398355063382,0,Sunday,%%,2,1
309,M,537.2061631373209,10,No registrado,Merida,Física,66000,44,Rechazada,0,5.372061631373209,0,Sunday,ANDROID,3,0
310,M,759.6032737078071,6,Restaurante,Merida,Física,66000,44,Aceptada,0,7.596032737078072,0,Sunday,.,2,0
311,M,176.53721629165665,15,No registrado,Merida,Virtual,66000,44,Rechazada,0,3.530744325833133,0,Thursday,.,5,0
312,M,250.07887935380435,13,Restaurante,Merida,Física,66000,44,Aceptada,0,2.2507099141842395,0,Sunday,.,3,1
313,M,549.2257980613775,2,Super,Merida,Física,66000,44,Aceptada,0,5.492257980613776,0,Thursday,ANDROID,4,0
315,Error registro,51.27319216104542,8,Abarrotes,Guadalajara,Física,25000,58,Aceptada,0,0.5127319216104542,0,Thursday,%%,4,0
317,Error registro,572.3347184106577,23,Farmacia,Guadalajara,Virtual,25000,58,Aceptada,0,11.446694368213157,0,Thursday,%%,3,0
318,Error registro,963.594370861892,16,Farmacia,Guadalajara,Física,25000,58,Aceptada,0,9.63594370861892,0,Wednesday,WEB,2,0
319,F,896.0353665967099,13,Abarrotes,Monterrey,Física,58000,52,Aceptada,0,8.06431829937039,0,Saturday,WEB,1,1
321,F,143.48919900195844,7,No registrado,Monterrey,Física,58000,52,En proceso,0,1.4348919900195845,0,Saturday,.,4,0
323,F,83.98704120045231,10,Restaurante,Monterrey,Física,58000,52,Aceptada,0,0.7558833708040709,0,Saturday,.,1,1
326,F,201.2401927111246,3,Super,No registrado,Física,41000,47,Aceptada,1,2.012401927111246,0,Monday,%%,3,0
327,F,578.8439906457713,14,Farmacia,No registrado,Física,41000,47,Aceptada,1,5.788439906457714,0,Friday,%%,1,0
328,F,894.4445156098678,4,Super,No registrado,Física,41000,47,Aceptada,1,8.944445156098679,1,Thursday,WEB,5,0
329,F,263.36296996427944,5,Abarrotes,No registrado,Física,41000,47,Aceptada,1,2.6336296996427944,0,Saturday,.,5,0
330,M,750.5907929404149,21,Super,Toluca,Física,59000,53,Aceptada,0,7.505907929404149,0,Friday,.,3,0
331,M,265.8628639775977,13,Farmacia,Toluca,Física,59000,53,Rechazada,0,2.6586286397759773,0,Monday,WEB,3,0
332,M,896.6547609723624,23,Super,Toluca,Física,59000,53,Aceptada,0,8.069892848751262,0,Thursday,.,1,1
333,M,819.6700109563402,21,Super,Merida,Física,27000,42,Aceptada,0,8.196700109563402,0,Tuesday,.,4,0
334,M,585.3958403111483,2,Abarrotes,Merida,Física,27000,42,Aceptada,0,5.853958403111483,0,Thursday,WEB,4,0
335,M,954.4457157278162,11,Abarrotes,Merida,Física,27000,42,Aceptada,0,8.590011441550345,0,Monday,ANDROID,2,1
337,M,234.63067717091613,20,Restaurante,Monterrey,Virtual,34000,58,Rechazada,0,4.223352189076491,0,Tuesday,.,5,1
338,M,319.6168110169572,7,Restaurante,Monterrey,Física,34000,58,Aceptada,0,2.8765512991526148,0,Friday,WEB,4,1
340,M,496.1770790153668,7,Restaurante,Monterrey,Física,34000,58,Aceptada,0,4.961770790153667,0,Friday,ANDROID,1,0
341,M,301.1755238021344,6,Farmacia,Monterrey,Virtual,34000,58,Aceptada,0,5.42115942843842,0,Thursday,WEB,5,1
342,M,895.4574277197909,23,Farmacia,Monterrey,Física,34000,58,En proceso,0,8.954574277197908,0,Thursday,.,2,0
343,M,991.509107742086,4,No registrado,Monterrey,Física,34000,58,En proceso,0,9.91509107742086,0,Thursday,.,2,0
344,M,94.27433756350123,17,Restaurante,Monterrey,Física,34000,58,Aceptada,0,0.8484690380715111,0,Sunday,ANDROID,3,1
345,M,713.3710291852918,6,Abarrotes,Monterrey,Virtual,34000,58,En proceso,0,14.267420583705835,0,Wednesday,.,3,0
346,M,488.0592830985085,18,No registrado,Guadalajara,Virtual,35000,40,En proceso,0,7.808948529576135,0,Thursday,WEB,4,1
347,M,662.9945440224344,1,Super,Guadalajara,Física,35000,40,Aceptada,0,6.629945440224344,0,Thursday,ANDROID,3,0
348,M,197.6375469306215,21,No registrado,Guadalajara,Física,35000,40,Aceptada,0,1.9763754693062152,0,Saturday,.,3,0
349,M,685.8369606651277,14,Restaurante,Guadalajara,Física,35000,40,Aceptada,0,6.8583696066512765,0,Saturday,%%,4,0
350,M,748.6169199985699,13,Restaurante,Guadalajara,Física,35000,40,Aceptada,0,7.486169199985698,0,Sunday,WEB,4,0
351,M,230.19012694064975,17,Super,Guadalajara,Virtual,35000,40,En proceso,0,4.143422284931696,0,Saturday,WEB,5,1
352,M,395.3064136201439,14,Farmacia,Guadalajara,Física,35000,40,Aceptada,0,3.5577577225812957,0,Sunday,WEB,5,1
353,M,241.68105758842935,22,No registrado,Guadalajara,Física,35000,40,Aceptada,0,2.416810575884294,0,Monday,ANDROID,5,0
354,M,178.37646314385614,1,Farmacia,Guadalajara,Física,35000,40,Aceptada,0,1.7837646314385616,0,Friday,.,3,0
356,M,216.2158892730193,13,No registrado,Guadalajara,Física,35000,40,Aceptada,0,1.9459430034571732,0,Thursday,ANDROID,3,1
359,M,521.2811955057545,15,Super,No registrado,Física,60000,56,Aceptada,0,4.691530759551791,1,Monday,.,2,1
361,F,221.19039145777415,14,Restaurante,No registrado,Física,30000,57,Aceptada,0,2.211903914577742,0,Tuesday,ANDROID,5,0
362,M,237.40170735506135,18,No registrado,No registrado,Física,57000,64,Aceptada,0,2.374017073550614,0,Thursday,WEB,3,0
364,M,132.25430033362173,14,Farmacia,No registrado,Física,57000,64,Aceptada,0,1.322543003336217,0,Tuesday,.,1,0
366,M,862.9338690647569,2,MPago,No registrado,Física,57000,64,En proceso,0,7.766404821582813,0,Wednesday,WEB,2,1
367,M,908.5321969148588,17,Restaurante,No registrado,Física,57000,64,Aceptada,0,9.085321969148588,0,Sunday,ANDROID,3,0
368,M,532.5700151943283,23,No registrado,No registrado,Física,57000,64,Aceptada,0,5.325700151943283,0,Sunday,ANDROID,5,0
369,M,361.9169939306104,10,Abarrotes,No registrado,Física,57000,64,En proceso,0,3.619169939306104,0,Tuesday,%%,5,0
370,M,32.651474014383844,21,No registrado,No registrado,Física,57000,64,Aceptada,0,0.2612117921150708,0,Wednesday,.,3,1
371,M,313.0097595294084,13,Super,No registrado,Física,57000,64,En proceso,0,3.130097595294084,0,Wednesday,WEB,1,0
374,M,945.2904854446548,4,MPago,No registrado,Virtual,57000,64,Aceptada,0,18.90580970889309,0,Thursday,ANDROID,2,0
377,M,48.72496970954776,13,No registrado,Merida,Física,63000,45,Aceptada,0,0.4872496970954776,0,Tuesday,WEB,3,0
382,M,14.911833149003906,13,MPago,No registrado,Física,80000,48,Aceptada,0,0.149118331490039,0,Sunday,WEB,4,0
384,F,475.2027923468919,20,No registrado,Guadalajara,Virtual,99000,49,Aceptada,0,9.504055846937838,0,Monday,ANDROID,3,0
385,F,306.5077989417366,12,Super,Guadalajara,Física,99000,49,Aceptada,0,3.0650779894173663,0,Tuesday,.,2,0
386,F,805.0046433338453,12,Farmacia,Guadalajara,Virtual,99000,49,Aceptada,0,14.490083580009216,0,Monday,%%,5,1
388,F,327.3318311350124,5,Abarrotes,Guadalajara,Virtual,99000,49,En proceso,0,6.546636622700248,0,Saturday,ANDROID,3,0
389,F,668.6299721864691,2,No registrado,Guadalajara,Física,99000,49,Aceptada,0,6.686299721864692,0,Saturday,WEB,1,0
390,F,471.1105843649458,5,Abarrotes,Monterrey,Virtual,84000,50,Aceptada,0,9.422211687298915,0,Thursday,ANDROID,5,0
391,F,926.0562638821152,4,No registrado,Monterrey,Física,84000,50,Rechazada,0,9.26056263882115,0,Wednesday,ANDROID,3,0
394,F,268.1614536742214,6,No registrado,Monterrey,Física,84000,50,Aceptada,0,2.681614536742214,0,Wednesday,.,1,0
395,F,691.3260924300757,6,No registrado,Monterrey,Física,84000,50,Aceptada,0,6.913260924300758,0,Wednesday,ANDROID,3,0
396,F,57.171849105160376,4,No registrado,Monterrey,Física,84000,50,Aceptada,0,0.5145466419464434,0,Thursday,%%,1,1
397,F,69.24160771001576,22,Farmacia,Monterrey,Física,84000,50,En proceso,0,0.5539328616801261,0,Sunday,WEB,3,1
398,F,426.0129785731381,2,Abarrotes,Monterrey,Virtual,84000,50,Aceptada,0,8.520259571462763,0,Thursday,%%,1,0
402,M,280.1386910016205,16,No registrado,Monterrey,Virtual,40000,41,Aceptada,0,5.60277382003241,0,Thursday,.,2,0
404,M,682.7200518574733,13,Restaurante,Monterrey,Virtual,40000,41,En proceso,0,13.654401037149468,0,Sunday,%%,5,0
405,M,215.03184772450555,21,Abarrotes,Monterrey,Virtual,40000,41,Aceptada,0,4.300636954490111,0,Saturday,ANDROID,3,0
409,F,59.16732201668062,6,No registrado,Guadalajara,Física,49000,51,Aceptada,0,0.5916732201668062,0,Sunday,WEB,2,0
410,F,866.7562319075964,11,MPago,Guadalajara,Física,49000,51,Aceptada,0,8.667562319075964,0,Saturday,ANDROID,3,0
411,F,481.9715044178443,2,No registrado,Guadalajara,Virtual,49000,51,En proceso,0,9.639430088356889,0,Thursday,%%,1,0
412,F,300.43248255465505,1,No registrado,Guadalajara,Física,49000,51,Aceptada,0,3.0043248255465507,0,Thursday,%%,3,0
413,F,350.2448584697632,3,No registrado,No registrado,Física,30000,55,Aceptada,0,2.8019588677581058,0,Thursday,.,3,1
415,F,929.796333069962,21,No registrado,No registrado,Física,30000,55,Aceptada,0,7.438370664559696,0,Tuesday,ANDROID,3,1
416,F,381.44519261287337,19,Farmacia,No registrado,Física,30000,55,En proceso,0,3.8144519261287337,0,Saturday,ANDROID,1,0
419,M,865.4590966312979,10,No registrado,Toluca,Física,96000,41,Aceptada,1,8.654590966312979,0,Thursday,ANDROID,4,0
421,M,441.7325470297965,21,Super,Toluca,Física,96000,41,Aceptada,1,4.417325470297965,0,Monday,.,3,0
424,F,722.4236043188754,7,Abarrotes,No registrado,Física,71000,59,Aceptada,0,6.501812438869879,0,Tuesday,%%,1,1
426,F,46.68085432951419,13,Farmacia,Guadalajara,Física,72000,62,Aceptada,0,0.4668085432951419,0,Thursday,%%,5,0
427,F,780.2047731651122,9,Farmacia,Guadalajara,Virtual,72000,62,Aceptada,0,14.043685916972022,0,Thursday,.,2,1
428,M,999.8092311082746,1,Abarrotes,Toluca,Física,84000,57,Aceptada,0,9.998092311082749,0,Friday,WEB,1,0
429,M,319.36444642360385,2,MPago,Toluca,Física,41000,42,Rechazada,0,2.874280017812435,0,Thursday,ANDROID,1,1
430,M,97.65414932989935,14,Abarrotes,Toluca,Física,41000,42,Rechazada,0,0.9765414932989936,0,Saturday,.,3,0
431,M,372.3943377560887,3,MPago,Toluca,Física,41000,42,Rechazada,0,3.7239433775608863,0,Thursday,.,3,0
432,M,912.2032258640724,4,Restaurante,Toluca,Virtual,41000,42,Aceptada,0,18.24406451728145,0,Thursday,WEB,2,0
433,M,686.9394169264226,23,No registrado,Toluca,Física,41000,42,Aceptada,0,6.869394169264226,0,Saturday,%%,5,0
434,M,924.6505070112604,4,No registrado,Toluca,Física,41000,42,Aceptada,0,7.397204056090082,0,Sunday,WEB,5,1
435,M,832.5835603605658,14,MPago,Toluca,Física,41000,42,Rechazada,0,8.325835603605658,0,Thursday,.,4,0
436,M,281.5281034098299,4,No registrado,Toluca,Física,41000,42,Aceptada,0,2.533752930688469,0,Wednesday,ANDROID,4,1
437,M,360.99272059071785,17,Abarrotes,Toluca,Física,41000,42,Rechazada,0,3.6099272059071783,0,Friday,%%,3,0
438,M,131.89119627600766,4,Super,Toluca,Virtual,41000,42,Aceptada,0,2.637823925520153,0,Wednesday,%%,4,0
439,M,250.0233937717241,18,MPago,Toluca,Física,41000,42,Aceptada,0,2.500233937717241,0,Wednesday,.,5,0
440,M,252.07690710838048,2,Abarrotes,Toluca,Física,41000,42,Aceptada,0,2.268692163975424,0,Tuesday,.,4,1
441,M,170.37892470184036,23,No registrado,Toluca,Física,41000,42,Aceptada,0,1.7037892470184035,0,Tuesday,.,1,0
442,M,388.31721461333,3,No registrado,Toluca,Virtual,41000,42,Aceptada,0,7.7663442922666,0,Friday,%%,4,0
444,F,518.346356113484,12,Restaurante,No registrado,Física,91000,54,Aceptada,1,5.1834635611348405,0,Wednesday,WEB,2,0
445,Error registro,66.55985249191599,2,No registrado,Toluca,Física,74000,59,Aceptada,0,0.599038672427244,0,Saturday,.,2,1
446,Error registro,769.0203956447126,19,No registrado,Toluca,Física,74000,59,Aceptada,0,7.690203956447126,0,Wednesday,WEB,4,0
447,F,885.0895524357396,5,Abarrotes,Toluca,Virtual,43000,38,Aceptada,0,17.701791048714792,0,Saturday,WEB,1,0
448,F,239.7876301719606,7,Super,Toluca,Física,43000,38,Aceptada,0,2.397876301719606,0,Thursday,WEB,2,0
449,F,575.8732865324338,14,No registrado,Toluca,Virtual,43000,38,Rechazada,0,11.517465730648675,0,Wednesday,ANDROID,1,0
450,F,697.6925877597045,17,Super,Toluca,Física,43000,38,Aceptada,0,5.581540702077636,0,Sunday,.,3,1
451,F,11.916936687305755,10,Restaurante,Toluca,Virtual,43000,38,Aceptada,0,0.2383387337461151,0,Tuesday,%%,5,0
452,F,974.9478969173008,1,Restaurante,Toluca,Física,43000,38,Aceptada,0,8.774531072255709,0,Monday,ANDROID,2,1
453,F,630.1297420635302,6,No registrado,Toluca,Física,43000,38,Aceptada,0,5.671167678571773,0,Saturday,%%,1,1
454,F,864.1973470775322,9,No registrado,Toluca,Virtual,43000,38,Aceptada,0,17.283946941550646,0,Friday,%%,3,0
456,F,559.3227269077602,18,Super,Toluca,Física,43000,38,En proceso,0,5.593227269077602,0,Thursday,%%,1,0
457,F,737.4614696849724,15,MPago,Toluca,Virtual,43000,38,Aceptada,0,14.749229393699448,0,Monday,WEB,5,0
459,F,420.94254748077486,19,MPago,Toluca,Virtual,43000,38,Aceptada,0,8.418850949615498,0,Tuesday,%%,3,0
462,F,100.01521710173012,18,No registrado,Toluca,Física,43000,38,Rechazada,0,1.0001521710173011,0,Tuesday,ANDROID,5,0
463,F,935.6186878233486,20,Restaurante,Toluca,Física,43000,38,Aceptada,0,9.356186878233489,0,Thursday,WEB,2,0
464,F,923.3844570741882,13,Abarrotes,Toluca,Física,43000,38,Aceptada,0,7.387075656593506,0,Saturday,.,4,1
468,F,225.66490693976604,15,MPago,Merida,Física,26000,40,Aceptada,1,2.0309841624578944,0,Monday,.,3,1
471,F,881.4958620244932,16,No registrado,Guadalajara,Física,85000,48,Rechazada,0,8.814958620244933,0,Friday,.,4,0
472,M,594.612928743528,3,No registrado,No registrado,Física,93000,55,Aceptada,0,5.351516358691752,0,Tuesday,.,2,1
474,F,542.5987148850606,14,No registrado,Monterrey,Física,51000,32,Aceptada,0,5.425987148850607,0,Sunday,WEB,5,0
475,M,612.7947308117849,19,Restaurante,Toluca,Física,35000,53,Aceptada,1,6.127947308117849,0,Friday,.,5,0
477,F,112.6073885765342,17,Abarrotes,Merida,Física,66000,63,Aceptada,0,1.1260738857653418,0,Thursday,WEB,3,0
478,F,926.922289910775,2,Abarrotes,Merida,Física,66000,63,Rechazada,0,9.269222899107753,0,Friday,%%,1,0
479,F,609.1789632276451,8,No registrado,Merida,Física,66000,63,Aceptada,0,5.482610669048806,0,Sunday,.,2,1
480,F,157.18435109903672,5,MPago,Merida,Virtual,66000,63,Aceptada,0,3.1436870219807345,0,Saturday,%%,4,0
482,F,392.77225215702174,8,Super,No registrado,Física,84000,60,Aceptada,0,3.9277225215702174,1,Thursday,ANDROID,3,0
483,F,250.0406649819159,5,No registrado,No registrado,Virtual,84000,60,Rechazada,0,5.000813299638319,0,Thursday,WEB,5,0
485,F,967.9241034959294,14,Restaurante,No registrado,Física,84000,60,Rechazada,0,9.679241034959295,0,Monday,%%,1,0
486,F,10.238601282252402,20,Farmacia,No registrado,Física,84000,60,En proceso,0,0.102386012822524,0,Saturday,.,4,0
487,F,735.0654685584615,13,No registrado,No registrado,Física,84000,60,Aceptada,0,7.350654685584615,0,Wednesday,.,3,0
490,F,168.44761637459015,18,Farmacia,No registrado,Virtual,84000,60,Aceptada,0,3.368952327491803,0,Monday,%%,4,0
491,F,150.58979085698056,9,Farmacia,No registrado,Física,84000,60,Aceptada,0,1.3553081177128252,0,Thursday,.,2,1
492,F,234.55270142635175,1,Restaurante,No registrado,Física,84000,60,Aceptada,0,2.3455270142635176,0,Monday,%%,4,0
493,F,889.3023742821831,14,Restaurante,No registrado,Virtual,84000,60,Aceptada,0,17.786047485643664,0,Sunday,WEB,3,0
496,M,989.5057993043372,13,Abarrotes,Merida,Virtual,81000,46,Aceptada,0,19.790115986086743,0,Thursday,%%,1,0
497,M,727.8100482442729,12,Restaurante,Merida,Física,81000,46,Aceptada,0,6.550290434198457,0,Friday,ANDROID,2,1
499,M,810.0302867332681,19,Restaurante,Merida,Física,81000,46,En proceso,0,6.480242293866145,0,Tuesday,.,1,1
500,M,569.4184730358,4,Abarrotes,Merida,Física,81000,46,Aceptada,0,5.694184730358001,0,Wednesday,.,1,0
501,M,547.4112827451905,21,Super,Merida,Física,81000,46,Aceptada,0,4.926701544706715,0,Wednesday,.,4,1
505,M,85.93678282510486,13,Super,Merida,Virtual,86000,61,En proceso,1,1.7187356565020973,0,Thursday,WEB,2,0
507,M,111.18195480441608,2,Farmacia,Merida,Física,86000,61,Rechazada,1,1.1118195480441606,0,Monday,.,1,0
508,M,548.4479780960169,19,No registrado,Merida,Virtual,86000,61,En proceso,1,10.968959561920338,0,Friday,ANDROID,2,0
509,M,598.7784562640085,1,Abarrotes,No registrado,Virtual,98000,47,Aceptada,0,10.778012212752154,0,Wednesday,.,5,1
510,M,784.6542630816016,8,No registrado,No registrado,Física,98000,47,Aceptada,0,7.846542630816016,0,Monday,.,2,0
511,M,141.5075834449967,23,Restaurante,No registrado,Física,98000,47,Aceptada,0,1.2735682510049704,0,Sunday,ANDROID,3,1
512,M,626.9155818853174,16,No registrado,No registrado,Física,98000,47,Aceptada,0,6.269155818853173,0,Saturday,.,1,0
513,M,433.4293754322106,3,MPago,Merida,Virtual,63000,46,Aceptada,0,8.668587508644213,0,Sunday,.,4,0
514,M,579.9757271784146,18,Super,Merida,Física,63000,46,Aceptada,0,5.799757271784146,0,Wednesday,WEB,2,0
515,M,895.4632708214713,14,No registrado,Merida,Virtual,63000,46,Aceptada,0,17.909265416429427,0,Wednesday,.,5,0
516,F,323.206781838129,7,Abarrotes,No registrado,Física,76000,42,Rechazada,0,2.9088610365431613,1,Friday,ANDROID,3,1
517,F,254.4638208844311,18,MPago,No registrado,Física,76000,42,En proceso,0,2.544638208844311,0,Monday,.,1,0
518,F,161.38286033227322,7,Farmacia,No registrado,Virtual,76000,42,En proceso,0,3.2276572066454645,0,Thursday,WEB,5,0
523,M,589.665380447246,22,Farmacia,No registrado,Física,72000,49,Aceptada,0,5.89665380447246,0,Tuesday,ANDROID,5,0
524,M,927.6614845698082,3,Super,No registrado,Virtual,72000,49,Aceptada,0,18.553229691396165,0,Friday,ANDROID,1,0
525,M,504.9284605905137,1,Abarrotes,No registrado,Virtual,72000,49,En proceso,0,10.098569211810274,0,Friday,WEB,4,0
528,F,157.8714313138946,1,Restaurante,No registrado,Física,53000,35,Aceptada,0,1.4208428818250514,0,Thursday,ANDROID,2,1
529,F,308.7129376222082,9,No registrado,No registrado,Física,53000,35,Aceptada,0,3.087129376222082,0,Monday,ANDROID,3,0
530,F,730.1881618923912,23,Farmacia,No registrado,Virtual,53000,35,Aceptada,0,13.143386914063043,0,Thursday,ANDROID,3,1
532,F,710.2986804014521,19,MPago,No registrado,Física,88000,54,Aceptada,0,7.102986804014521,0,Thursday,%%,3,0
533,F,661.6499782437199,2,Abarrotes,No registrado,Física,88000,54,Aceptada,0,6.6164997824372,0,Friday,.,2,0
534,M,384.9908803948513,12,No registrado,No registrado,Virtual,82000,41,Aceptada,1,6.929835847107323,0,Wednesday,%%,5,1
535,M,85.7542001301912,11,Restaurante,No registrado,Virtual,82000,41,Aceptada,1,1.5435756023434417,0,Friday,WEB,5,1
536,M,456.6730481028576,4,No registrado,No registrado,Física,82000,41,Aceptada,1,4.110057432925719,0,Tuesday,WEB,4,1
537,M,880.9922435960793,6,No registrado,No registrado,Física,82000,41,Aceptada,1,8.809922435960793,0,Sunday,WEB,1,0
539,M,437.2638093480857,16,No registrado,No registrado,Virtual,82000,41,Aceptada,1,8.745276186961714,0,Thursday,%%,1,0
541,M,707.3584227955879,5,Restaurante,No registrado,Física,46000,61,Aceptada,0,7.073584227955879,0,Wednesday,WEB,1,0
543,F,284.94920950715954,6,Restaurante,No registrado,Virtual,87000,49,Rechazada,0,5.698984190143191,0,Wednesday,.,3,0
544,F,199.6942957023514,14,No registrado,No registrado,Física,87000,49,Aceptada,0,1.9969429570235144,0,Saturday,ANDROID,2,0
546,F,301.5214870555244,3,No registrado,No registrado,Física,87000,49,Aceptada,0,2.412171896444196,0,Saturday,ANDROID,2,1
547,F,74.84968280526316,15,No registrado,No registrado,Virtual,87000,49,Aceptada,0,1.4969936561052632,0,Thursday,WEB,1,0
549,F,273.5970441859121,4,MPago,No registrado,Virtual,87000,49,Aceptada,0,5.471940883718243,0,Friday,.,1,0
550,F,766.6876509584426,1,MPago,No registrado,Virtual,87000,49,Aceptada,0,15.333753019168851,0,Friday,%%,5,0
551,F,32.05228161167384,5,No registrado,No registrado,Física,87000,49,En proceso,0,0.2564182528933907,0,Wednesday,.,3,1
552,F,629.6419393843917,21,Restaurante,No registrado,Virtual,87000,49,En proceso,0,12.592838787687834,0,Friday,%%,2,0
554,F,668.9830487679583,8,Abarrotes,No registrado,Física,87000,49,Aceptada,0,6.689830487679583,0,Monday,%%,2,0
555,F,466.416137461563,12,No registrado,No registrado,Virtual,87000,49,Aceptada,0,9.32832274923126,0,Thursday,ANDROID,4,0
